Date : 2024-06-15 10:05:02
Directory : /home/wenzihao/Desktop/WandCalibration
Total : 70 files,  4887 codes, 523 comments, 593 blanks, all 6003 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| /home/wenzihao/Desktop/WandCalibration/config/cfg_archery_outdoor.yaml                                                                         | YAML             |         25 |         11 |         13 |         49 |
| /home/wenzihao/Desktop/WandCalibration/config/cfg_uni.yaml                                                                                     | YAML             |         43 |         32 |          9 |         84 |
| /home/wenzihao/Desktop/WandCalibration/config/cfg_wtt.yaml                                                                                     | YAML             |         26 |         11 |          8 |         45 |
| /home/wenzihao/Desktop/WandCalibration/config/cfg_wtt_red.yaml                                                                                 | YAML             |         25 |         11 |          7 |         43 |
| /home/wenzihao/Desktop/WandCalibration/config/config.yaml                                                                                      | YAML             |         17 |         10 |         13 |         40 |
| /home/wenzihao/Desktop/WandCalibration/config/labelme/labelme_sample.yaml                                                                      | YAML             |          6 |          2 |          0 |          8 |
| /home/wenzihao/Desktop/WandCalibration/config/point/point_sample.yaml                                                                          | YAML             |          6 |          2 |          0 |          8 |
| /home/wenzihao/Desktop/WandCalibration/config/point/point_wtt.yaml                                                                             | YAML             |          6 |          1 |          0 |          7 |
| /home/wenzihao/Desktop/WandCalibration/config/pole/pole500.yaml                                                                                | YAML             |          4 |          0 |          0 |          4 |
| /home/wenzihao/Desktop/WandCalibration/config/pole/pole760.yaml                                                                                | YAML             |          4 |          0 |          0 |          4 |
| /home/wenzihao/Desktop/WandCalibration/config/pole/pole760_red.yaml                                                                            | YAML             |          4 |          0 |          0 |          4 |
| /home/wenzihao/Desktop/WandCalibration/config/pole/pole_sample.yaml                                                                            | YAML             |          3 |          7 |          2 |         12 |
| /home/wenzihao/Desktop/WandCalibration/config/wand/wand750.yaml                                                                                | YAML             |         10 |          8 |          1 |         19 |
| /home/wenzihao/Desktop/WandCalibration/config/wand/wand_archery.yaml                                                                           | YAML             |         10 |          4 |          1 |         15 |
| /home/wenzihao/Desktop/WandCalibration/config/wand/wand_sample.yaml                                                                            | YAML             |          9 |          7 |          1 |         17 |
| /home/wenzihao/Desktop/WandCalibration/config/wand/wand_wtt.yaml                                                                               | YAML             |         10 |          4 |          1 |         15 |
| /home/wenzihao/Desktop/WandCalibration/config/wand/wand_wtt_red.yaml                                                                           | YAML             |         10 |          8 |          4 |         22 |
| /home/wenzihao/Desktop/WandCalibration/extrinsicParameter/__init__.py                                                                          | Python           |          0 |          0 |          1 |          1 |
| /home/wenzihao/Desktop/WandCalibration/extrinsicParameter/initPose/initPose.py                                                                 | Python           |         66 |          3 |          7 |         76 |
| /home/wenzihao/Desktop/WandCalibration/extrinsicParameter/initPose/integratePose.py                                                            | Python           |         50 |          3 |          4 |         57 |
| /home/wenzihao/Desktop/WandCalibration/extrinsicParameter/initPose/mst.py                                                                      | Python           |         57 |          1 |          8 |         66 |
| /home/wenzihao/Desktop/WandCalibration/extrinsicParameter/initPose/recoverPose.py                                                              | Python           |         78 |          5 |          8 |         91 |
| /home/wenzihao/Desktop/WandCalibration/extrinsicParameter/poleDetection/__init__.py                                                            | Python           |          0 |          0 |          1 |          1 |
| /home/wenzihao/Desktop/WandCalibration/extrinsicParameter/poleDetection/blobDetection.py                                                       | Python           |        174 |         25 |         11 |        210 |
| /home/wenzihao/Desktop/WandCalibration/extrinsicParameter/poleDetection/maskGeneration.py                                                      | Python           |        124 |         15 |         10 |        149 |
| /home/wenzihao/Desktop/WandCalibration/extrinsicParameter/poleDetection/poleDetection.py                                                       | Python           |        197 |         10 |         11 |        218 |
| /home/wenzihao/Desktop/WandCalibration/extrinsicParameter/poleDetection/wandDetection.py                                                       | Python           |        194 |          9 |         11 |        214 |
| /home/wenzihao/Desktop/WandCalibration/extrinsicParameter/refinePose/boundleAdjustment.py                                                      | Python           |        246 |         31 |         21 |        298 |
| /home/wenzihao/Desktop/WandCalibration/extrinsicParameter/refinePose/linear_warmup_cosine_annealing_warm_restarts_weight_decay/__init__.py     | Python           |          4 |          0 |          1 |          5 |
| /home/wenzihao/Desktop/WandCalibration/extrinsicParameter/refinePose/linear_warmup_cosine_annealing_warm_restarts_weight_decay/lr_scheduler.py | Python           |        239 |          4 |         42 |        285 |
| /home/wenzihao/Desktop/WandCalibration/extrinsicParameter/refinePose/multiViewTriangulate.py                                                   | Python           |        194 |         16 |         11 |        221 |
| /home/wenzihao/Desktop/WandCalibration/extrinsicParameter/refinePose/normalizedImagePlane.py                                                   | Python           |         50 |          6 |          6 |         62 |
| /home/wenzihao/Desktop/WandCalibration/extrinsicParameter/refinePose/refinePose.py                                                             | Python           |        262 |         21 |         15 |        298 |
| /home/wenzihao/Desktop/WandCalibration/extrinsicParameter/refinePose/rotation_conversions.py                                                   | Python           |        412 |         24 |         98 |        534 |
| /home/wenzihao/Desktop/WandCalibration/extrinsicParameter/refinePose/so3_exp_map.py                                                            | Python           |         68 |          1 |         22 |         91 |
| /home/wenzihao/Desktop/WandCalibration/extrinsicParameter/worldCoord/adjustCamParam.py                                                         | Python           |         65 |          0 |          3 |         68 |
| /home/wenzihao/Desktop/WandCalibration/extrinsicParameter/worldCoord/clickPoint.py                                                             | Python           |         98 |         27 |         10 |        135 |
| /home/wenzihao/Desktop/WandCalibration/extrinsicParameter/worldCoord/cluster.py                                                                | Python           |         40 |          4 |          5 |         49 |
| /home/wenzihao/Desktop/WandCalibration/extrinsicParameter/worldCoord/get_cam0_extrinsic.py                                                     | Python           |        189 |         43 |          9 |        241 |
| /home/wenzihao/Desktop/WandCalibration/extrinsicParameter/worldCoord/get_id_with_distance.py                                                   | Python           |         62 |          0 |          8 |         70 |
| /home/wenzihao/Desktop/WandCalibration/extrinsicParameter/worldCoord/handle_board.py                                                           | Python           |        106 |          3 |          5 |        114 |
| /home/wenzihao/Desktop/WandCalibration/extrinsicParameter/worldCoord/handle_labelme.py                                                         | Python           |        147 |          1 |         10 |        158 |
| /home/wenzihao/Desktop/WandCalibration/extrinsicParameter/worldCoord/icp.py                                                                    | Python           |         78 |         16 |         28 |        122 |
| /home/wenzihao/Desktop/WandCalibration/extrinsicParameter/worldCoord/noIdReconstruction.py                                                     | Python           |        182 |         25 |         15 |        222 |
| /home/wenzihao/Desktop/WandCalibration/extrinsicParameter/worldCoord/solve_icp.py                                                              | Python           |         21 |          2 |          3 |         26 |
| /home/wenzihao/Desktop/WandCalibration/intrinsicParameter/__init__.py                                                                          | Python           |          0 |          0 |          1 |          1 |
| /home/wenzihao/Desktop/WandCalibration/intrinsicParameter/charucoboardCalibration/get_cam_calibration.py                                       | Python           |        115 |         12 |          6 |        133 |
| /home/wenzihao/Desktop/WandCalibration/intrinsicParameter/charucoboardCalibration/test_cam_calibration.py                                      | Python           |         44 |          1 |          8 |         53 |
| /home/wenzihao/Desktop/WandCalibration/intrinsicParameter/checkerboardCalibration/get_cam_calibration.py                                       | Python           |         91 |          9 |          5 |        105 |
| /home/wenzihao/Desktop/WandCalibration/intrinsicParameter/checkerboardCalibration/test_cam_calibration.py                                      | Python           |         49 |         14 |         18 |         81 |
| /home/wenzihao/Desktop/WandCalibration/intrinsicParameter/intrinsicCalibration/get_intrinsic.py                                                | Python           |         73 |          6 |          6 |         85 |
| /home/wenzihao/Desktop/WandCalibration/main.py                                                                                                 | Python           |        219 |          2 |          7 |        228 |
| /home/wenzihao/Desktop/WandCalibration/pyinstaller.md                                                                                          | Markdown         |          6 |          0 |          1 |          7 |
| /home/wenzihao/Desktop/WandCalibration/requirements.txt                                                                                        | pip requirements |         12 |          0 |          1 |         13 |
| /home/wenzihao/Desktop/WandCalibration/utils/__init__.py                                                                                       | Python           |          0 |          0 |          1 |          1 |
| /home/wenzihao/Desktop/WandCalibration/utils/imageConcat.py                                                                                    | Python           |         36 |          3 |          2 |         41 |
| /home/wenzihao/Desktop/WandCalibration/utils/verifyAccuracy.py                                                                                 | Python           |         57 |          0 |          6 |         63 |
| /home/wenzihao/Desktop/WandCalibration/utils/yamlLoader.py                                                                                     | Python           |         58 |          8 |         14 |         80 |
| /home/wenzihao/Desktop/WandCalibration/visualize/get_init_camera_params.py                                                                     | Python           |         17 |          0 |          3 |         20 |
| /home/wenzihao/Desktop/WandCalibration/visualize/visCameraParams.py                                                                            | Python           |         48 |          3 |          3 |         54 |
| /home/wenzihao/Desktop/WandCalibration/visualize/vis_intrinsic.py                                                                              | Python           |         57 |          0 |          4 |         61 |
| /home/wenzihao/Desktop/WandCalibration/visualize/vis_pole_detection.py                                                                         | Python           |         94 |          3 |          8 |        105 |
| /home/wenzihao/Desktop/WandCalibration/visualize/vis_pole_spread.py                                                                            | Python           |         99 |          0 |          8 |        107 |
| /home/wenzihao/Desktop/WandCalibration/visualize/vis_reproj_error.py                                                                           | Python           |        102 |          1 |         11 |        114 |
| Total                                                                                                                                          |                  |      4,887 |        523 |        593 |      6,003 |
+------------------------------------------------------------------------------------------------------------------------------------------------+------------------+------------+------------+------------+------------+
